question,answer,category,table_id,answer_format
How many years did Dhyan Chand serve in the army?,34,hockey,524,<num_years>
How many years did Don Bradman play for the national side?,20,cricket,527,<num_years>
What year did Kimi Räikkönen marry Jenni Dahlman?,2004,f1,344,yyyy
How many years did DR Sudan support the Chadian–Libyan conflict?,7,proxy war,975,<num_years>
How many years did Harumafuji Kōhei compete before retiring in 2017?,16,sumo,139,<num_years>
How many years did it take for HMS Somerset to be commissioned after being ordered?,4,ship,224,<num_years>
How many years did it take for HMS Somerset to be commissioned after its launch?,2,ship,224,<num_years>
How many years did it take for HMS Victory to be launched after being laid down?,6,ship,1115,<num_years>
How many years did it take for Rubens Barrichello to get his first win in Formula One?,7,f1,51,<num_years>
How many years did it take for the Ba'ath Brigades to become the paramilitary wing of the Arab Socialist Ba'ath Party – Syria Region?,6,political party,183,<num_years>
What year did Michael Schumacher win his first championship?,1994,f1,345,yyyy
How many days elapsed between the first reported COVID-19 case and the first hospitalization?,14,disease,1205,<num_days>
How many months after turning 28 did Kaiō Hiroyuki achieve Ōzeki?,2,sumo,145,<num_months>
What is the current time in the Newfoundland Time Zone?,11:26 p.m.,time zone,35,H:MM %p
How many months ago did COVID-19 arrive in Johor?,35,disease,1204,<num_months>
What is the difference in days between Black Friday in 2024 and 2022?,4,holiday,214,<num_days>
How many years did it take for the Citizen Revolution Movement to be registered after its founding?,6,political party,182,<num_years>
How many years did it take for the HMS Astute to be ordered and then launched?,10,ship,1114,<num_years>
How many years did it take from the founding of the party until it was formally registered?,6,political party,182,<num_years>
How many years did it take Jenson Button to win his second championship?,9,f1,0,<num_years>
What year did Shohei Yamamoto begin playing for Mito Hollyhock?,2002,boxing,484,yyyy
How many years did it take the Saudi Arabian Armed Forces to assume their current form after their founding?,198,army,1122,<num_years>
"What is the difference of the rotation period between Mars and Earth in minutes, rounded to the nearest integer?",40,planet,1137,<num_minutes>
How many years did it take the Saudi Arabian Armed Forces to deploy personnel to Yemen after deploying to Bahrain?,4,army,1122,<num_years>
How many years did it take to build HMS Somerset?,2,ship,224,<num_years>
How many years did Jenson Button race?,17,f1,259,<num_years>
How many years did Neo Hom support belligerents in the Insurgency in Laos?,26,proxy war,987,<num_years>
How many years did Pau Quemada play for Real Club de Polo?,2,hockey,41,<num_years>
How many years did Pau Quemada play in the senior division?,16,hockey,41,<num_years>
How many years did Sachin Tendulkar play for the national side?,24,cricket,526,<num_years>
What is the difference of the synodic period between Mars and Earth in years?,1.135,planet,1137,<num_years>
How many years did the Chadian Civil War last?,14,proxy war,974,<num_years>
How many years did the Chadian Civil War last?,14,proxy war,974,<num_years>
How many years did the civil war in Chad last?,14,proxy war,974,<num_years>
How many years did the Defence Force last before its current form?,35,army,1118,<num_years>
"How many years did the First Lebanon War, starting in 1982, last?",3,army,1119,<num_years>
In what year did Singh win the most gold medals in international competition?,2001,hockey,486,yyyy
How many years did the First Sudanese Civil War last?,16,proxy war,982,<num_years>
How many years did the Second Liberation Army exist?,8,proxy war,974,<num_years>
How many years did the Tonnerre sail before it was burned down?,1,ship,1110,<num_years>
How many years did Tochiazuma Daisuke wrestle?,13,sumo,169,<num_years>
How many years did Viv Richards play for the West Indies?,17,cricket,57,<num_years>
How many years elapsed between Merckx's first General Classification win and his last Combination Classification win at the Tour de France?,5,cycling,635,<num_years>
How many years elapsed between the laying down and the launching of the Tonnerre?,14,ship,1110,<num_years>
How many years elapsed from when Dhanraj Pillay won his first medal in Kuala Lumpur to his last in Kuala Lumpur?,4,hockey,485,<num_years>
How many years had Adal been known as Birlik before it changed its name in 2020?,7,political party,932,<num_years>
How many years had it been since the creation of the Israel Defense Forces before the Sinai War?,8,army,1119,<num_years>
How many years had the Chadian Civil War been ongoing when Félix Malloum was overthrown in 1979?,14,proxy war,974,<num_years>
How many years had the Chadian Civil War been ongoing when François Tombalbaye was overthrown and killed in 1975?,10,proxy war,974,<num_years>
How many years had the New Order been fighting when the National Vanguard joined?,3,proxy war,1020,<num_years>
How many years has HMS Astute been in service in the UK Navy?,8,ship,1114,<num_years>
How many years has HMS Astute been in service with the UK Navy?,26,ship,224,<num_years>
How many years has it been since Paul Coll last received a bronze medal in any competition?,4,squash,109,<num_years>
How many years has it been since the First Sudanese Civil War began?,67,proxy war,982,<num_years>
How many years has it been since the Insurgency in Laos?,47,proxy war,987,<num_years>
How many years has Pau Quemada been playing in his senior career?,17,hockey,41,<num_years>
How many years has the Australian Defence Force been in its current form?,46,army,1116,<num_years>
How many years have passed since the First Sudanese Civil War ended?,50,proxy war,982,<num_years>
How many years into his career did Tochiazuma Daisuke achieve his highest rank?,8,sumo,169,<num_years>
How many years is one eligible for enlistment in the Japan Self-Defense Forces?,14,army,1120,<num_years>
How many years longer did the People's Front national affiliation last than the Cominform international affiliation?,8,political party,185,<num_years>
How many years longer has the Arab Socialist Ba'ath Party existed than its paramilitary wing?,69,political party,183,<num_years>
How many years longer was GUNT part of the Pro-Libyan Chadian faction than Codos?,4,proxy war,975,<num_years>
What year did Brian Lara join Team Transvaal?,1992,cricket,528,yyyy
How many years longer was Katanga a belligerent than Kwilu and Simba rebels?,2,proxy war,978,<num_years>
How many years longer was Neo Hom a belligerent than the Party of Democratic Kampuchea?,17,proxy war,987,<num_years>
How many years longer was the command of Abdul Salam Arif than Abdul Rahman Arif's?,1,proxy war,981,<num_years>
How many years longer were the Red Brigades belligerents than the Workers' Autonomy?,12,proxy war,1020,<num_years>
How many years must you wait from the earliest you can serve to being eligible for special forces?,2,army,1116,<num_years>
How many years old is the Ba'ath Party?,75,political party,183,<num_years>
How many years old was the Communist Party of the Soviet Union when it became affiliated with Comintern?,1,political party,933,<num_years>
How many years old was the Communist Party of the Soviet Union when it had over 19 million members?,71,political party,933,<num_years>
What year did Eddy Merckx win his first gold at the World Championships?,1964,cycling,635,yyyy
How many years old was the Communist Party of the Soviet Union when it stopped being affiliated with Cominform?,38,political party,933,<num_years>
What year did Eddy Merckx go professional?,1965,cycling,635,yyyy
How many years older is the highest military age compared to the youngest in the Republic of Korea Armed Forces?,10,army,1121,<num_years>
How many years passed between Riccardo Gabriele Patrese's first and last entries?,16,f1,261,<num_years>
What year did Jacques Anquetil begin riding professionally?,1953,cycling,636,yyyy
How many years passed between Riccardo Gabriele Patrese's first and last wins?,10,f1,261,<num_years>
How many years passed between Richard's ODI debut and his last year playing for Somerset?,11,cricket,57,<num_years>
How many years passed between Sebastian Vettel's first and last entries?,15,f1,262,<num_years>
How many years passed between the HMS Montrose being ordered and commissioned?,6,ship,222,<num_years>
What year did Roger De Vlaeminck win the gold medal at the World Championships?,1975,cycling,637,yyyy
How many years passed between the laying down and the launch of the Tonnerre?,14,ship,1110,<num_years>
How many years passed from the ordering to the launching of HMS Montrose?,4,ship,222,<num_years>
How many years separate Pau Quemada's start at Leuven from the beginning of his current team membership?,15,hockey,41,<num_years>
In which year did Roger De Vlaeminck win a silver medal in the World Championships?,1975,cycling,637,yyyy
How many years separate Sean Kelly's first and last World Championship appearances?,7,cycling,105,<num_years>
What is the first year after 2005 with at least 31 total depressions?,2020,cyclone,1091,yyyy
How many years separate the founding and the current form of the Saudi Arabian Armed Forces?,198,army,1122,<num_years>
What is the first year after 2005 with at least 31 total depressions?,2020,cyclone,1091,yyyy
How many years separated the two gold medals that Joop Zoetemelk won in his career?,17,cycling,103,<num_years>
In what year did Lombi win the most gold medals?,2007,hockey,680,yyyy
How many years was Ahmed Hassan al-Bakr a leader and commander of Ba'athist Iraq?,1,proxy war,981,<num_years>
How many years was Aminishiki Ryūji active in his career before retiring in 2019?,22,sumo,180,<num_years>
How many years was Aminishiki Ryūji involved in sumo before retiring?,22,sumo,180,<num_years>
In what year did Jorge Lombi win a silver medal at the Pan American Games?,1999,hockey,680,yyyy
In what year was his first medal?,2005,hockey,686,yyyy
In which year did Luke Doerner compete in the Olympic Games?,2008,hockey,686,yyyy
What year did Luke Doerner win gold at the World Cup?,2010,hockey,686,yyyy
How many years was Codos involved in the Chadian-Libyan conflict?,3,proxy war,975,<num_years>
How many years was Futabayama Sadaji actively involved in his sport?,18,sumo,134,<num_years>
How many years was Haguroyama Masaji's sumo career?,19,sumo,137,<num_years>
How many years was Jenson Button active?,17,f1,259,<num_years>
How many years was Kitanoumi Toshimitsu a sumo wrestler?,18,sumo,148,<num_years>
How many years was Riccardo Gabriele Patrese active?,16,f1,261,<num_years>
How many years was Rubens Barrichello active in his career?,18,f1,51,<num_years>
How many years was the Comintern organization in Russia?,24,political party,933,<num_years>
How many years was the League of Communists of Yugoslavia active?,71,political party,185,<num_years>
How many days elapsed from arrival to the first report?,5,disease,1205,<num_days>
How many years was there between the founding of Birlik and the dissolution of Adal?,9,political party,932,<num_years>
How many years was Tochiazuma Daisuke a sumo wrestler?,13,sumo,169,<num_years>
How many years were between Coll winning gold at the Darwin World Doubles Championships and winning bronze at the Commonwealth Games?,2,squash,109,<num_years>
How many years were between Diaz's first win in the Formula One World Championships and his debut season in the FIA World Endurance Championship?,15,f1,258,<num_years>
How many years were between Harumafuji Kōhei's debut and his retirement?,16,sumo,139,<num_years>
How many years were between Lombi'''s gold medals in Alexandria and Mar del Plata?,10,hockey,680,<num_years>
How many years were between Pillay's gold medal at the Championship Challenge and his gold at the Asian Games?,3,hockey,485,<num_years>
How many years were between Räikkönen's first Formula One win and his first World Rally Championship rally?,6,f1,344,<num_years>
How many years were the Liberation Tigers of Tamil Eelam active in Sri Lanka?,33,terrorist orgnization,712,<num_years>
How many years were there between when HMS Argyll was ordered and commissioned?,5,ship,223,<num_years>
How many years will Claire Leroy Elodie Bertrand Riou have to wait to try to win gold?,2,sports event,201,<num_years>
How many months ago did Hurricane Ivan exist?,219,cyclone,958,<num_months>
How many years would someone who is 8 years old have to wait before serving in the Federal Defence Forces of Germany?,9,army,1118,<num_years>
How much longer in years did Pau Quemada play for Club Egara than for Laren?,4,hockey,41,<num_years>
How much longer in years did Pollock play for KwaZulu-Natal than for Warwickshire?,5,cricket,54,<num_years>
On what date was the Communist Party of the Soviet Union founded?,"March 8, 2018",political party,933,"%B %d, %Y"
How much longer in years did Yamamoto play for Kamatamare Sanuki compared to Mito HollyHock?,3,boxing,484,<num_years>
On what date did the Communist Party of the Soviet Union end?,"November 6, 1991",political party,933,"%B %d, %Y"
How much longer in years was Bloc of Communists and Non-Partisans the national affiliation than Cominform was the international affiliation?,45,political party,933,<num_years>
How much longer in years was Iraq an ally than Libya during the '70s?,4,terrorist orgnization,711,<num_years>
How much longer in years was Räikkönen active in Formula One than in the World Rally Championship?,15,f1,344,<num_years>
How many days is Diwali celebrated in 2022?,5,holiday,216,<num_days>
What is the minimum age for military service in Korea?,18,army,1121,<num_years>
What is the minimum age required to join the British Armed Forces in 2021?,16,army,1117,<num_years>
What is the minimum conscription length of the Israel Defense Forces in years?,2,army,1119,<num_years>
What year did Hurricane Gaston form?,2004,cyclone,957,yyyy
What is the number of years between the previous and next FINA World Swimming Championships?,4,sports event,1031,<num_years>
How many days is Hanukkah celebrated?,9,holiday,207,<num_days>
How many months ago did the Federal Defence Forces of Germany take on its current form?,386,army,1118,<num_months>
How many days is the Deepavali festival celebrated in October?,5,holiday,216,<num_days>
What is the orbital period of Neptune in years?,164.8,planet,1138,<num_years>
What is the time difference in hours between AST and ADT?,1,time zone,33,<num_hours>
How much longer in years was the LIFEX refit than the Major refit?,1,ship,223,<num_years>
How old was Ali Farag the year he reached the number one ranking?,30,squash,106,<num_years>
How old was Ali Farag the year he turned pro?,17,squash,106,<num_years>
How old was Ali Farag when he turned professional?,17,squash,106,<num_years>
How old was Ali Farag when he won his first team gold at the World Team Championships?,25,squash,106,<num_years>
How old was Aminishiki Ryūji during his debut?,19,sumo,180,<num_years>
How old was Aminishiki Ryūji when he achieved his highest rank?,28,sumo,180,<num_years>
How old was Aminishiki Ryūji when he made his debut?,18,sumo,180,<num_years>
How old was Aminishiki Ryūji when he retired?,41,sumo,180,<num_years>
How old was Barrichello when his Formula One career began?,21,f1,51,<num_years>
How old was Bradman during his Test debut?,20,cricket,527,<num_years>
How old was Brian Lara when he first played for Team Trinidad and Tobago?,18,cricket,528,<num_years>
How old was Brian Lara when he joined the West Indies international team?,21,cricket,528,<num_years>
How old was Button when he began his Formula One career?,20,f1,259,<num_years>
How old was Chiyonofuji Mitsugu when he achieved his highest ranking?,26,sumo,131,<num_years>
How old was Chiyonofuji Mitsugu when he made his debut?,15,sumo,131,<num_years>
How old was Chiyonofuji Mitsugu when he retired?,36,sumo,131,<num_years>
How old was Chris Ciriello during the 2012 London Olympics?,27,hockey,670,<num_years>
How old was Chris Ciriello when he married Heidi Ciriello?,25,hockey,670,<num_years>
How old was Daisuke Shiga in the year of his professional debut?,18,sumo,169,<num_years>
How old was Dhyan Chand when he won his final gold medal at the 1936 Olympic Games?,31,hockey,524,<num_years>
How old was Dhyan Chand when he won his first gold medal at the 1928 Olympics?,23,hockey,524,<num_years>
How old was Diaz in his first entry in his Formula One World Championship career?,20,f1,258,<num_years>
How old was Don Bradman during the year of his last international Test?,40,cricket,527,<num_years>
How old was Don Bradman when he made his first Test debut?,20,cricket,527,<num_years>
How old was Don Bradman when he made his international Test debut?,20,cricket,527,<num_years>
How old was Eddy Merckx when he joined his first professional team?,20,cycling,635,<num_years>
How old was Eddy Merckx when he started his professional career?,20,cycling,635,<num_years>
How old was Felice Gimondi when he won a silver medal at the UCI Road World Championships?,29,cycling,100,<num_years>
How old was Fernando Alonso in the year he had his first entry?,20,f1,258,<num_years>
How old was Fernando Alonso in the year he won the Spanish Grand Prix?,32,f1,258,<num_years>
How old was Francesco Moser when he rode for Sanson?,25,cycling,101,<num_years>
How old was Futabayama Sadaji when he achieved the rank of Yokozuna?,25,sumo,134,<num_years>
How old was Futabayama Sadaji when he made his debut?,15,sumo,134,<num_years>
How old was Futabayama Sadaji when he reached his highest rank?,25,sumo,134,<num_years>
How old was Futabayama Sadaji when he retired?,33,sumo,134,<num_years>
How old was Futabayama Sadaji when he retired?,33,sumo,134,<num_years>
How old was Gagan Ajit Singh when he began his senior career?,25,hockey,486,<num_years>
How old was Gino Bartali when he joined his first professional team?,21,cycling,102,<num_years>
How old was Gino Bartali when he rode for the Fréjus team?,21,cycling,102,<num_years>
How old was Haguroyama Masaji when he became a Yokozuna?,27,sumo,137,<num_years>
How old was Haguroyama Masaji when he debuted?,20,sumo,137,<num_years>
How old was Harumafuji Kōhei during his debut?,17,sumo,139,<num_years>
On what date did the 1983 IBF World Championships end?,"May 8, 1983",sports event,1030,"%B %d, %Y"
What is the time difference in hours between Florida and Colorado?,2,time zone,34,<num_hours>
How old was Harumafuji Kōhei when he made his debut?,17,sumo,139,<num_years>
How old was Harumafuji Kōhei when he retired from sumo in 2017?,33,sumo,139,<num_years>
How many days later did Mardi Gras start in 2022 compared to 2021?,13,holiday,218,<num_days>
How many days later did Yom Kippur start in 2022 compared to 2021?,19,holiday,208,<num_days>
What is the time difference in hours between MST and MDT?,1,time zone,34,<num_hours>
How many days pass between Western Christianity's observance of Christmas and the Armenian Patriarchate of Jerusalem's observance?,25,holiday,211,<num_days>
What is the time difference in hours between NST and NDT?,1,time zone,35,<num_hours>
How many days were between Dev's Test debut and his ODI debut?,15,cricket,52,<num_days>
How many days were there between the semifinals and finals at the 2019 World Aquatics Championships?,1,sports event,1032,<num_days>
How many days were there between the Western and Eastern Easter dates in 2022?,7,holiday,217,<num_days>
How many days would separate Western and Eastern holiday dates if they occurred in the same year?,3,holiday,212,<num_days>
On what date did the heats of the Women's 200 metre breaststroke take place at the 2019 World Aquatics Championships?,"July 25, 2019",sports event,1032,"%B %d, %Y"
On what date did the finals of the Women's 200 metre breaststroke take place at the 2019 World Aquatics Championships?,"July 26, 2019",sports event,1032,"%B %d, %Y"
How old was Jacques Anquetil the year he medaled in Helsinki?,18,cycling,636,<num_years>
How old was Jacques Anquetil when he began riding professionally?,19,cycling,636,<num_years>
Over how many days did the 1983 IBF World Championships take place?,7,sports event,1030,<num_days>
How many months ago did the first system form in 2005?,210,cyclone,1091,<num_months>
What is the time difference in hours between the Atlantic Time Zone and Florida?,1,time zone,33,<num_hours>
How many months ago did the last system dissipate in 2002?,242,cyclone,1090,<num_months>
How old was Jayasuriya when he started playing for Bloomfield?,25,cricket,56,<num_years>
What is the time difference in months between the fatality map and the confirmed cases map?,22,disease,1203,<num_months>
What is the year difference between the Prague and Sofia Judo Championships?,2,sports event,200,<num_years>
What month and day is one week before Halloween?,October 24,holiday,213,%B %d
How many months ago was 3 Tevet celebrated in 2021?,12,holiday,207,<num_months>
How many months ago was the Federal Defence Forces of Germany founded?,805,army,1118,<num_months>
What month and day was the 18th of Tishrei celebrated in 2021?,September 23,holiday,219,%B %d
What time is it in Florida if it's 8:40 in the Atlantic Time Zone?,7:40,time zone,33,H:MM
Over how many days did the 1995 Atlantic hurricane season last?,153,cyclone,1089,<num_days>
How many months ago was the Israel Defense Forces founded?,895,army,1119,<num_months>
How old was Jenson Button when he achieved his best finish in the 2018 Super GT GT500 Championship?,38,f1,0,<num_years>
What time is it in the Atlantic Time Zone if it's 10:00 in California?,2:00,time zone,33,H:MM
How old was Jenson Button when he began his professional career?,20,f1,0,<num_years>
What was Jenson Button's age when he won the Super GT GT500 Championship?,38,f1,0,<num_years>
How old was Jenson Button when he began his racing career?,20,f1,259,<num_years>
How many months ago were there 215263 confirmed cases?,14,disease,1204,<num_months>
On what date was the Maori Underway completed?,"November 30, 1938",ship,1111,"%B %d, %Y"
On what date was the Maori Underway launched?,"September 2, 1937",ship,1111,"%B %d, %Y"
Over how many days did the 2005 Atlantic hurricane season last?,213,cyclone,1091,<num_days>
How many months before his 14th birthday did Obata make his debut?,4,sumo,148,<num_months>
Over how many days did the Elliot 6m event at the 2011 ISAF Sailing World Championships last?,14,sports event,201,<num_days>
How old was Joel Makin when he won a bronze medal at the World Team Championships?,25,squash,107,<num_years>
On what date was the Maori Underway laid down?,"July 6, 1936",ship,1111,"%B %d, %Y"
How old was Joel Makin when he won a bronze medal?,25,squash,107,<num_years>
How old was Jorge Lombi when he won a Champions Challenge bronze medal?,30,hockey,680,<num_years>
How old was Jorge Lombi when he won at the 1995 Pan American Games?,24,hockey,680,<num_years>
How many months before his 31st birthday did Daisuke Shiga retire?,6,sumo,169,<num_months>
How old was Kaiō Hiroyuki during the year of his debut?,16,sumo,145,<num_years>
"Over how many days did the heats, semifinals, and finals of the women's 100 metre breaststroke last at the 2016 FINA World Swimming Championships?",2,sports event,1031,<num_days>
Over how many days did the Men's doubles at the 1983 IBF World Championships last?,7,sports event,1030,<num_days>
How old was Kaiō Hiroyuki when he made his debut?,16,sumo,145,<num_years>
How old was Kaiō Hiroyuki when he retired?,39,sumo,145,<num_years>
How old was Kimi Räikkönen when he started competing in 2001?,22,f1,344,<num_years>
How old was Kitanoumi Toshimitsu when he made his debut?,13,sumo,148,<num_years>
How old was Kitanoumi Toshimitsu when he made his debut?,14,sumo,148,<num_years>
How old was Kitanoumi Toshimitsu when he retired?,32,sumo,148,<num_years>
How old was Lombi when he won gold at the Pan American Games?,24,hockey,680,<num_years>
How many months before his 41st birthday did Aminishiki Ryūji retire?,3,sumo,180,<num_months>
How old was Michael Schumacher when he won his last championship in 2004?,35,f1,345,<num_years>
How old was Moser when he first rode for Famcucine–Campagnolo?,30,cycling,101,<num_years>
"What was the current time on June 28, 2022, according to AST?",8:40 a.m.,time zone,33,H:MM %p
How old was Patrese when his career began?,23,f1,261,<num_years>
How old was Pillay when he began his senior career?,24,hockey,485,<num_years>
How old was Pollock during his Test debut?,22,cricket,54,<num_years>
How old was Räikkönen when he began his Formula One career?,22,f1,344,<num_years>
How old was Riccardo Gabriele Patrese when he began his career?,23,f1,261,<num_years>
How many months did it take for HMS Montrose to be commissioned after its launch in 2005?,23,ship,222,<num_months>
How old was Roger De Vlaeminck when he won the Tour de France in 1970?,23,cycling,637,<num_years>
What was the first year Jenson Button was active?,2000,f1,259,yyyy
How old was Rubens Barrichello when he won his last Grand Prix?,37,f1,51,<num_years>
How old was Sachin Tendulkar when he joined team Mumbai?,15,cricket,526,<num_years>
"In what year did the Australian Defence Force's annual exports total around $2 billion while the active personnel reserve was at 59,095?",2019,army,1116,yyyy
How old was Sachin Tendulkar when he played his last one-day match?,39,cricket,526,<num_years>
How old was Sanath Jayasuriya when he made his Test debut in 1991?,22,cricket,56,<num_years>
How old was Sean Kelly when he joined his first professional team?,21,cycling,105,<num_years>
How old was Sebastian Vettel in the year he won his first championship?,23,f1,262,<num_years>
What was the first year that Joop Zoetemelk played professionally?,1970,cycling,103,yyyy
How old was Sebastian Vettel when he first entered the 2007 United States Grand Prix?,20,f1,262,<num_years>
How old was Sebastian Vettel when he won the Italian Grand Prix?,21,f1,262,<num_years>
How many months did the I-179 last after being completed?,13,ship,1112,<num_months>
How many months elapsed between the laying down and the launching of the Maori?,14,ship,1111,<num_months>
What was the last year Jorge Lombi won a gold medal at the Pan American Games?,2007,hockey,680,yyyy
How old was Sebastian Vettel when he won the United States Grand Prix?,20,f1,262,<num_years>
How old was Shaun Pollock when he made his ODI debut in 1996?,23,cricket,54,<num_years>
In what year would someone born in 2015 become eligible to serve in the Federal Defence Forces of Germany?,2032,army,1118,yyyy
What was the start date of the 1983 IBF World Championships?,"May 2, 1983",sports event,1030,"%B %d, %Y"
How old was Singh when he won gold in the Asia Cup?,23,hockey,486,<num_years>
What year had the most Atlantic hurricanes?,2005,cyclone,1091,yyyy
How old was Tarek Momen when he achieved his highest ranking?,31,squash,110,<num_years>
In what year would someone born in 2011 become eligible to serve in the Israel Defense Forces?,2028,army,1119,yyyy
How many months has the pandemic lasted?,21,disease,1204,<num_months>
How old was Tarek Momen when he reached his highest ranking in 2019?,31,squash,110,<num_years>
How old was Tarek Momen when he turned pro?,17,squash,110,<num_years>
What year is the ExoMars mission planned to end?,2023,orbitor,461,yyyy
How old was Tarek Momen when he turned pro?,17,squash,110,<num_years>
In what year would someone born in 2012 become eligible to enlist in the Japan Self-Defense Forces?,2030,army,1120,yyyy
How old was Tochiazuma Daisuke when he made his debut?,18,sumo,169,<num_years>
What year must one have been born by to serve this year in the Saudi Arabian Armed Forces?,2005,army,1122,yyyy
On what date was the Korean flag first used?,"August 15, 1948",army,1121,"%B %d, %Y"
What year was Fernando Alonso's last Grand Prix entry?,2022,f1,258,yyyy
How old was Tochiazuma Daisuke when he retired from sumo?,30,sumo,169,<num_years>
What year was Good Friday observed on April 2?,2021,holiday,212,yyyy
How many months longer is the conscription for the Air Force than for the Army?,4,army,1121,<num_months>
How old was Toshimitsu Obata when he became Yokozuna?,21,sumo,148,<num_years>
How old was Yamamoto when his youth career ended?,18,boxing,484,<num_years>
Over how many years did Shaun Pollock play for the Dolphins?,2,cricket,54,<num_years>
Over how many years have the Eastern and Western dates been 7 days apart?,2,holiday,212,<num_years>
Over how many years is the Western Easter date in April?,3,holiday,217,<num_years>
Over how many years was Dhyan Chand on a senior career team?,4,hockey,524,<num_years>
What year was HMS Victory commissioned?,1778,ship,1115,yyyy
Over how many years was Gino Bartali a part of the amateur team?,4,cycling,102,<num_years>
What year was HMS Victory launched?,1765,ship,1115,yyyy
What year was the Japan Self-Defense Forces founded?,1954,army,1120,yyyy
"What year was the worst Atlantic hurricane season, in terms of the number of hurricanes?",2005,cyclone,1091,yyyy
What year will Good Friday be observed on April 7?,2023,holiday,212,yyyy
When did the Tonnerre receive a name change?,1795,ship,1110,yyyy
When did Viv Richards start playing domestically?,1971,cricket,57,yyyy
When was the last year that Shohei Yamamoto played in the senior division?,2018,boxing,484,yyyy
Over how many years was Iraq an ally of Fatah – The Revolutionary Council?,17,terrorist orgnization,711,<num_years>
Which date was the 28 Kislev of Hanukkah celebrated in 2023?,"December 10, 2023",holiday,207,"%B %d, %Y"
Which date will the 20th of Tishrei be celebrated in 2023?,"October 4, 2023",holiday,219,"%B %d, %Y"
How many months passed between HMS Montrose being laid down and launched in 2005?,32,ship,222,<num_months>
How many months were between Waqar Younis's last Test and his last ODI?,2,cricket,55,<num_months>
How many months were left in the ExoMars mission as planned?,9,orbitor,461,<num_months>
Over how many days does Hanukkah take place?,9,holiday,207,<num_days>
Which year did the hurricane start?,2004,cyclone,958,yyyy
Over how many days does Yom Kippur take place?,2,holiday,208,<num_days>
