id,question,answer,category,table_id,output
197,How many years had Hulk Hogan been a wrestler when he started acting?,5,wrestling,339,"The first table has 2 rows and 2 columns, so it's a 2x2 table. The second table has 1 row and 2 columns, so it's a 1x2 table. The third table has 1 row and 1 column, so it's a 1x1 table. The fourth table has 1 row and 1 column, so it's a 1x1 table. The fifth table has 1 row and 1 column, so it's a 1x1 table. The sixth table has 1 row and 1 column, so it's a 1x1 table. The seventh table has 1 row and 1 column, so it's a 1x1 table. The eighth table has 1 row and 1 column, so it's a 1x1 table. The ninth table has 1 row and 1 column, so it's a 1x1 table. The tenth table has 1 row and 1 column, so it's a 1x1 table. The eleventh table has 1 row and 1 column, so it's a 1x"
198,How many years did Hulk Hogan actively wrestle?,35,wrestling,339,"Hulk Hogan actively wrestled from 1977 to 2012, for a total of 35 years. The answer is 35"
199,At what age did Jeffrey Epstein get work release?,55,person,340,"The first table-question pair is about Bette Davis. Her career began in 1929, and the photo was taken in 1935, so she was an actress for 6 years. The second table-question pair is about Dwight Bernard. He played his last game for the Milwaukee Brewers in 1982, so he was associated with the Brewers in 1982. The answer is 1982.""}]}, ""user"":null,""canonicalUrl"":""http://www.wyzant.com/resources/math/how-long-after-daviss-career-began-did-she-take-the-photo"",""answer"":{""@type"":""Answer"",""text"":""Here is the answer, broken down by table and question.

Table:
Bette Davis
Died: October 6, 1989 | (1989-10-06) | (aged 81) | Neuilly-sur-Seine, France
Resting place: Forest Lawn Memorial Park
Occupation: Actress
Years active: 1929-1"
200,How old did Jeffrey Epstein turn the year he was apprehended?,66,person,340,"Jeffrey Epstein was born on January 20, 1953, and died on August 10, 2019. The year he was apprehended was 2019, so he was 66 years old. The answer is 66"
201,How many months after being apprehended did Jeffrey Epstein commit suicide?,1,person,340,"In the first table, Bette Davis died on October 6, 1989. It has been December, 2022, for 12 months + the number of days from October 6, 1989 to December 31, 1989 (31 days). Therefore, it has been December, 2022, for 331 days. October 6, 1989 was 30 days before December 31, 1989, so October 6, 1989 was 30 days earlier than December 31, 1989. There are 30 days in 30 days, so there are 30 days - 30 days = 0 days between October 6, 1989 and December 31, 1989. It has been December, 2022, for 331 days - 0 days = 331 days. Therefore, it has been 331 days since Bette Davis died, so 1989 - 331 = 1658 years have passed since"
202,How many years after his first penalty was Jeffrey Epstein apprehended?,11,person,340,"Epstein was first apprehended in 2008, so 2019-2008=11 years later he was apprehended. The answer is 11"
203,How old was Epstein when he was apprehended?,66,person,340,"Jeffrey Epstein was born on January 20, 1953, and died on August 10, 2019. He was 66 years old at the time of his death. He was apprehended on July 6, 2019, which was 197 days before his death. Therefore, Epstein was 66 - 197 = 47 years old when he was apprehended. The answer is 47"
204,How many days after Epstein was apprehended was the mugshot photo taken?,3,person,340,"The date of the second criminal case against Epstein was July 6, 2019. The mugshot photo was taken on July 9, 2019, which was 3 days later. The answer is 3"
205,What year was Jeffrey Epstein apprehended?,2019,person,340,"The first table has a role of ""system"" and the content is ""Given an entity-centric table and corresponding question, answer the question by providing step-by-step reasoning and then clearly and concisely stating the final answer using ""Final Answer:"".

Each table-question pair is presented as a table (identified by ""Table:"") followed by a question (identified by ""Q:""). Tables are presented in a linear format, with columns separated by tabs, rows separated by newlines, and subsections separated by double newlines. If necessary, assume the current date is December, 2022.

The second table has a role of ""user"" and the content is ""Here is an example that follows these instructions. Answer the provided questions in a similar format:

Table:

Title Bette Davis
Died October 6, 1989 | (1989-10-06) | (aged 81) | Neuilly-sur-Seine, France
Resting place Forest Lawn Memorial Park
Occupation Actress
Years active 1929-1989
Political party Democratic
"
206,How many months after his arrest did Epstein die?,1,person,340,"Jeffrey Epstein was born on January 20, 1953, and died on August 10, 2019. The number of months between these two dates is 2019-1953=66. He died 66 months after his arrest. The answer is 66"
207,How old was Jeffrey Epstein when he was apprehended in 2019?,66,person,340,Jeffrey Epstein was 66 years old when he was apprehended in 2019.
208,At what age was Jeffrey Epstein apprehended?,66,person,340,"At what age was Jeffrey Epstein apprehended?
Jeffrey Epstein died on August 10, 2019, at the age of 66.
Final Answer: 1953"
209,How old was Jeffrey Edward Epstein at the time of his 13-month penalty?,55,person,340,"At the time of his 13-month sentence, Jeffrey Epstein was 55 years old, as he was born on January 20, 1953. The answer is 55"
210,How many days after Jeffrey Edward Epstein's apprehension was his final mugshot taken?,3,person,340,"After Epstein's arrest on July 6, 2019, he was charged with sex trafficking and conspiracy on July 8, 2019. He was found dead in his cell on August 10, 2019. His final mugshot was taken on July 9, 2019, which was 23 days before his death. The answer is 23"
211,How old was Jeffrey Epstein when he was convicted in 2008?,55,person,340,"Jeffrey Epstein was born on January 20, 1953, and died on August 10, 2019, at the age of 66. In 2008, he was convicted of procuring an underage girl for prostitution and sentenced to 13 months in prison with work release. The answer is 2008"
212,What year was Jeffrey Epstein first convicted of sex trafficking?,2008,person,340,"The first table has 2 columns, and the second table has 3 columns. The answer is 2. The answer is 2"
213,How old was Nicki Minaj when she married Kenneth Petty in 2019?,37,musician,347,Nicki Minaj was 36 years old when she married Kenneth Petty in 2019.
214,How long in years was Nicki Minaj with her second partner?,3,musician,347,"The first table has 2 rows, and the second table has 1 row. The first table is followed by a question, and the second table is not. The answer to the first table is 6 years. The answer to the second table is 2019, which is a year. The answer to the first table and the second table is 6 years and 2019 respectively. The answer to the combined table is 6 years for the first table and 2019 for the second table, for a total of 6 years + 2019, which is 26 years. The answer is 26 years."
215,How many years had Nicki Minaj been with her first partner when she started performing?,4,musician,347,"Bette Davis began her career in 1929, and the photo was taken in 1935, so she was in the industry for 1935-1929=6 years.
Dwight Bernard made his MLB debut on June 29, 1978, and his last appearance was on October 2, 1982, for a total of 1978-1982=4 years.
Nicki Minaj began her musical career in 2004, and as of 2022, it has been 2004-2022=18 years.
The answer to all three questions is 18.
Final Answer:18"
216,How many years has Nicki Minaj been active in her career?,18,musician,347,"Let's solve the multi-choice question step by step.
The answer is 2004.
Final Answer: 2004"
217,How old was Minaj when her career began?,22,musician,347,"Nicki Minaj's career began in 2004. She was born in 1982, so she was 22 years old when her career began. The answer is 22"
218,How old was Nicki Minaj when she ended her partnership with Safaree Samuels?,32,musician,347,"Nicki Minaj was born Onika Tanya Maraj on December 8, 1982, in Saint James, Port of Spain, Trinidad and Tobago. She moved to Queens, New York, at a young age. Minaj began rapping in 2004 and signed with Young Money Entertainment in 2009. She has released four studio albums, two mixtapes, and has had 100 singles on the Billboard charts.

Minaj's musical career began in 2004. She ended her partnership with Safaree Samuels in 2014. Therefore, when she ended the partnership, she was 31 years old. The answer is 31"
219,How many years were there between Nicki Minaj's relationships with Safaree Samuels and Meek Mill?,1,musician,347,The number of years between Safaree Samuels and Meek Mill is 2017-2015=2.
220,How old was Nicki Minaj when she got married?,36,musician,347,Nicki Minaj was 37 years old when she got married in 2019.
221,How many years longer did Minaj's relationship with Safaree Samuels last than with Meek Mill?,12,musician,347,"Table:Bette Davis
Died:October 6, 1989 | (1989-10-06) | (aged 81) | Neuilly-sur-Seine, France
Resting place:Forest Lawn Memorial Park
Occupation:Actress
Years active:1929-1989
Political party:Democratic
Spouse(s):Harmon Oscar Nelson | ( | married |  1932; | divorced |  1938) | Arthur Farnsworth | ( | married |  1940; died 1943) | William Grant Sherry | ( | married |  1945; | divorced |  1950) | Gary Merrill | ( | married |  1950; | divorced |  1960)
Children:3, including B. D. Hyman
Bette Davis:['BETTEDavis (cropped).jpg | Publicity photo, 1935']
Q: How long after Davis's career began did she take the photo?
"
222,How long in years was Paul Gauguin married to Teha'amana?,2,painter,349,"To solve this problem, we need to find the difference between the start year and the photo year, then add that number to the start year to find the number of years Gauguin was married to Teha'amana.

Start year: 1848
Photo year: 1891
Difference: 1891-1848 = 43 years

Add the difference to the start year: 1848 + 43 = 1891

Gauguin was married to Teha'amana for 1891 - 1848 = 43 years.

The answer is 43"
223,What age did Paul Gauguin die at?,54,painter,349,"Gauguin died on 8 May 1903, which is in the year 1903. To find his age in 1903, you subtract his birth year from his death year: 1903-1848=55 years. The answer is 55"
224,How many years ago did Paul Gauguin die?,119,painter,349,"The Q: question asks for the number of years between the start of Gauguin's career and his photo. He started painting in 1848, and his photo was taken in 1891. To get the number of years between these two years, subtract the start year from the photo year: 1891-1848=43 years. The answer is 43"
225,At what age did Paul Gauguin marry Mette-Sophie Gad?,25,painter,349,The answer to the first question is 54
226,At what age did Paul Gauguin separate from Mette-Sophie Gad?,46,painter,349,"The first table gives the date of birth and death for Paul Gauguin, a painter. It also lists his spouses and known for information. The second table gives the year Gauguin separated from his second wife, Mette-Sophie Gad. He was 54 years old at the time. The date he died is listed in the first table. The answer to the question is 1903. The answer is 1903(1903-05-08)(aged 54)French PolynesiaGad)"
227,At what age did Paul Gauguin separate from Teha'amana?,45,painter,349,"At what age did Paul Gauguin separate from Teha'amana?
Gauguin and Teha'amana married in 1891. They separated in 1893, when Gauguin was 44 years old. The age at which a person is considered an adult (the age of majority) varies by jurisdiction but is often 18. Therefore, Gauguin was an adult at the time of separation. The age at which a person is considered a minor (a child) also varies by jurisdiction but is often younger than the age of majority. Therefore, Teha'amana was a minor at the time of separation. Since Gauguin was an adult, the separation was likely a result of a difference in maturity or life experience between the two. The age at which a person is considered an adult and a minor can be influenced by cultural and social factors, as well as legal frameworks. In some cultures, people may be considered adults at a younger age, while in others, people may be considered adults at a later age. The age of majority and the age at which a person is considered a minor can also vary depending on the context"
228,How many years was Paul Gauguin married to Mette-Sophie Gad?,21,painter,349,The first table gives the date the question was posted and the date the answer was posted. The second table gives the number of years between the first and second dates.
229,How old was Pierre Auguste Cot when he died?,46,painter,350,"Pierre Auguste Cot died on 2 August 1883, which means he was 46 years old at the time of his death. The answer is 46"
230,At what age did Pierre Auguste Cot die?,46,painter,350,"The answers are 6, 1982, 46, and 1883"
231,"How old was Pierre Auguste Cot when he painted ""The Storm""?",43,painter,350,"To answer the first question, we need to determine how many years passed between the start of Cot's painting career and when he painted The Storm. We know that Cot was born in 1837 and died in 1883. The year 1883 is later than the year 1837. Therefore, the number of years between these two events is 1883-1837=46. Since Cot died at the age of 46, he was 46 when he painted The Storm. The answer is 46"
232,In what year was Pierre Auguste Cot born?,1837,painter,350,The answer to the first question is 17
233,At what age did Pierre Auguste Cot finish The Storm?,43,painter,350,"The questions and answers are in the wrong order. The questions should be answered in the order they appear in the table. The final answer for each question should be provided at the end of the relevant row of questions. The answer to the first question (How long after Davis's career began did she take the photo?) is 6 years. The answer to the second question (When did Dwight Bernard start playing with the last team he was associated with?) is 1981. The answers to the questions in the table should be provided in this order: 6 years, 1981."
234,At what age did Stephen Hawking marry Jane Wilde?,23,nobel,352,Hawking married Jane Wilde at age 30 in 1965. The answer is 30
235,At what age did Stephen Hawking divorce Jane Wilde?,53,nobel,352,"Hawking and Jane Wilde married in 1965 and divorced in 1995. Therefore, Hawking was divorced at the age of 33. The answer is 33"
236,At what age did Stephen Hawking marry Elaine Mason?,53,nobel,352,Stephen Hawking was 53 years old when he married Elaine Mason in 1995. He was divorced from Jane Wilde in 1995.
237,How old was Stephen Hawking when he wrote his thesis in 1966?,24,nobel,352,Stephen Hawking was 24 years old when he wrote his thesis in 1966.
238,How many years ago did Stephen Hawking die?,4,nobel,352,"The first table has 2 columns, the second table has 3 columns, and the third table has 4 columns. The number of columns in a table must be a power of 2. Since 4 is not a power of 2, the third table cannot be a part of this format. If you remove the third table, the format would become:

[{'role': 'system', 'content': 'Given an entity-centric table and corresponding question, answer the question by providing step-by-step reasoning and then clearly and concisely stating the final answer using ""Final Answer:"".\n\nEach table-question pair is presented as a table (identified by ""Table:"") followed by a question (identified by ""Q:""). Tables are presented in a linear format, with columns separated by tabs, rows separated by newlines, and subsections separated by double newlines. If necessary, assume the current date is December, 2022.'}, {'role': 'user', 'content': ""Here is an example that follows these instructions. Answer the provided questions in a similar format:\n\n\nTable:\n\nTitle\tBette Davis\nDied"
239,What year did Stephen Hawking win the Presidential Medal of Freedom?,2009,nobel,352,Stephen Hawking won the Presidential Medal of Freedom in 2009. The year is given in the answer. The answer is 2009
240,How old was Stephen Hawking when he married his first wife in 1965?,23,nobel,352,"Stephen Hawking was 23 years old when he married his first wife, Jane Wilde, in 1965."
241,How many years before Stephen Hawking died did he win the Copley Medal?,12,nobel,352,"To find the number of years between the Copley Medal and Stephen Hawking's death, you need to subtract the award year from the death year: 2006-2018=12 years. The answer is 12"
242,At what age did Stephen Hawking divorce his first wife?,53,nobel,352,"Hawking divorced his first wife, Jane Wilde, in 1995. He was 53 years old at the time. The answer is 53"
243,How many years did Stephen Hawking and Jane Wilde have a marital relationship?,30,nobel,352,"Hawking and Jane Wilde were married from 1965 to 1995, so they were married for 30 years. The years 1995 and 2007 are in the period after his death, so they are not included in the total number of years. The answer is 30"
244,How many years ago did Stephen Hawking release the Properties of Expanding Universes?,56,nobel,352,"Stephen Hawking's doctoral thesis, Properties of Expanding Universes, was submitted in 1966. Therefore, 56 years have passed since then, as 2022 - 1966 = 56 years. The answer is 56"
245,How old was Stephen Hawking when he was awarded the BBVA Foundation Frontiers of Knowledge Award in 2015?,73,nobel,352,Stephen Hawking was 73 years old when he was awarded the BBVA Foundation Frontiers of Knowledge Award in 2015.
246,At what age did Stephen Hawking win the Hughes Medal?,34,nobel,352,"Stephen Hawking won the Hughes Medal in 1976, when he was 34 years old."
247,How old was Stephen Hawking when he died?,76,nobel,352,"Stephen Hawking died on 14 March 2018, which was 2018-03-14. His date of birth was 1942-01-08, so he was 76 years old at the time of his death. The answer is 76"
248,At what age did Steve Jobs become active in his career?,21,person,353,"The answer to the first question is 1976, the year Jobs and Wozniak founded Apple Computer. The answer to the second question is 56, the age at which Jobs died."
249,How many years after becoming active did Steve Jobs get married?,15,person,353,"After reading the question, we can see that the table contains the information needed to answer the question. The table shows that Jobs was born in 1955, died in 2011, and was married in 1991. The answer is 1991"
250,How long in years were Chrisann Brennan and Steven Paul Jobs partners?,5,person,353,"Chrisann Brennan and Steven Paul Jobs were partners from 1972 to 1977, which is 5 years. To find the number of years, you subtract the start year from the end year: 1977-1972=5. The answer is 5"
251,How many years ago did Steve Jobs die?,11,person,353,"Let's answer the questions one by one.
The first table states that Jobs died on October 5, 2011. Today is December 1, 2022, so 2011-2022=11 years have passed since Jobs died. The answer is 11"
252,How old was Steve Jobs when he married Laurene Powell?,36,person,353,"Steve Jobs was born on February 24, 1955, and died on October 5, 2011. He was 56 years old at the time of his death. Jobs was married to Laurene Powell from 1991 until his death in 2011. The answer is 1991"
253,How many years ago did Steve Jobs present the iPhone 4?,12,person,353,"The first table has 2 columns, and the second table has 1 column. The question asks for the number of years between the photo and the start of her career. There are 6 years between the photo year of 1935 and the start of her career year of 1929. The answer is 6"
254,At what age did Steve Jobs marry his spouse?,36,person,353,"Steve Jobs was born on February 24, 1955, and died on October 5, 2011. He was 56 years old at the time of his death. He married Laurene Powell in 1991, when he was 36 years old. The answer is 1991"
255,At what age did Steve Jobs marry Laurene Powell?,36,person,353,"The information in the table is presented in a specific format. Each row represents a new question. The column on the left is the ""role"" and identifies who is asking the question. The column on the right is the ""content"" and provides the answer to the question. The answers are given in a step-by-step reasoning format."
256,At what age did Steve Jobs end his partnership with Chrisann Brennan?,22,person,353,"Brennan and Jobs had a daughter together, Lisa Brennan-Jobs, but they never married. They ended their relationship in 1977 when Jobs was 22 years old. The answer is 22"
257,How many years was Steve Jobs active in his career?,35,person,353,"Jobs was active in his career from 1976 to 2011, which is a total of 36 years. The answer is 36"
258,At what age did Steve Jobs marry Laurene Powell?,36,person,353,"Jobs was born on February 24, 1955, in San Francisco, California. He died on October 5, 2011, in Palo Alto, California, at the age of 56. He was married to Laurene Powell in 1991. The answer is 1991"
259,How many years were Steven Paul Jobs and Chrisann Brennan partners?,5,person,353,"Steven Paul Jobs and Chrisann Brennan were partners from 1972 to 1977, for a total of 5 years."
260,How many years after first becoming active did Steve Jobs get married?,15,person,353,"After reading the problem, we see that there are two tables and two questions. The first table gives the name ""Bette Davis"" and the date ""October 6, 1989"". We know that this is the date of Davis's death, so the first question asks how long after Davis's career began did she take the photo. We know that Davis's career began in 1929, so 1929-1989=61 years passed between the start of her career and her death. The answer is 6"
261,How many years was Steve Jobs in a relationship with his partner Chrisann Brennan?,5,person,353,"Brennan and Jobs were in a relationship from 1972 to 1977, which is 5 years. The answer is 5"
262,How old was Steve Jobs when he married Laurene Powell in 1991?,36,person,353,"Steve Jobs was born on February 24, 1955, and died on October 5, 2011, at the age of 56. He married Laurene Powell in 1991, when he was 36 years old. The answer is 36"
263,At what age did Steve Jobs first have a partner?,17,person,353,"Bette Davis was born on April 5, 1908. 1929-1989 is 60 years, so Davis's career began 60 years before 2022, which was 1962. The photo was taken in 1935, 7 years after Davis began her career. 1935-1962 is 27 years, so 7 years passed between the photo being taken and Davis's career beginning. 27-7=20 years passed between the photo being taken and Davis's 60th birthday. 20 years later is 2022-20=2012. 2012-2022 is 10 years, so 20 years passed between the photo being taken and Davis's 60th birthday, and 10 years passed between Davis's 60th birthday and 2022, for a total of 20+10=30 years. The answer is 30"
264,"In what year was ""The Gross Clinic"" created?",1875,painter,356,"The information provided in the table follows the format described. For each question, provide a step-by-step reasoning and then clearly and concisely state the final answer.

Q: How long after Davis's career began did she take the photo?

A:Davis's career ranged from 1929 to 1989, so her career began in 1929. The photo was taken in 1935. To get the number of years between these two years, subtract the start year from the photo year: 1935-1929=6.

Final Answer: 6 years"
265,How old was Thomas Eakins when he died?,71,painter,356,"Thomas Eakins died on June 25, 1916, at the age of 71."
266,"How old was Thomas Eakins when he painted ""Max Schmitt in a Single Scull""?",27,painter,356,"Thomas Eakins was born on July 25, 1844, and died on June 25, 1916. He was 71 years old when he died. He painted ""Max Schmitt in a Single Scull"" in 1871, when he was 27 years old. Therefore, Eakins was 27 years old when he painted the work. The answer is 27"
267,"At what age did Thomas Eakins create ""The Agnew Clinic""?",45,painter,356,"The Agnew Clinic was created in 1889, when Eakins was 45 years old."
268,At what age did Thomas Eakins die?,71,painter,356,"Thomas Eakins died at the age of 71. The year of his death is 1916, which is 71 years old. The answer is 71"
269,At what age did the artist complete his work The Gross Clinic?,31,painter,356,The questions and answers are already provided in the table format. Please refer to the tables and the answers provided for each question.
270,How old was Alimuddin Zumla when he won the 2021 EU-EDCTP Pascoal Mocumbi Prize?,66,scientist,364,"The table-question pair is presented in a linear format, with columns separated by tabs, rows separated by newlines, and subsections separated by double newlines. If necessary, assume the current date is December, 2022.

For the first question, the year after Bette Davis's career began is 1930. The photo was taken in 1935, so 1935-1930=5 years passed between the start of her career and the photo. The answer is 5"
271,How old was Alimuddin Zumla when he won the 1999 Weber-Parkes Trust Medal?,44,scientist,364,"The first table has 2 columns, and the second table has 3 columns. The question asks for the number of years between the start of Davis's career and the photo. There are 2 columns, so each year is worth 2 entries. The first entry in the first column is 1929, and the second entry is 1935. 1935-1929=6 years. The answer is 6"
272,What year did Alimuddin Zumla win the Union Medal?,2018,scientist,364,"To answer the first question, we need to determine when Dwight Bernard made his MLB debut. According to the table, he debuted on June 29, 1978, for the New York Mets. Therefore, he played in the majors for 2 years, from 1978 to 1979. The year with the most recent association with a team is the year used in the answer. In this case, it is 1982, the last year Bernard played for the Milwaukee Brewers. The answer is 1982."
273,How old was Zumla when he won the Mahathir Science Award?,65,scientist,364,"Sir Alimuddin Zumla was born on 15 May 1955, so he was 67 years old when he won the Mahathir Science Award in 2020. The answer is 67"
274,How many years after Zumla wrote his thesis did he win the Weber-Parkes Trust Medal?,12,scientist,364,"Sir Alimuddin Zumla KBE FRCP FRCPath FRSb wrote his thesis in 1987. The Weber-Parkes Trust Medal was awarded to him in 2000, 13 years after he wrote his thesis. The answer is 13"
275,How many years are there between when Zumla won the EU-EDCTP Pascoal Mocumbi Prize and the Karolinska Institutet Science Award?,9,scientist,364,"The Karolinska Institutet Science Award was given in 2012, so there are 2012-2021=10 years between these two years.
The answer is 10"
276,How old was Adolf von Baeyer when he won the Nobel Prize for Chemistry?,70,nobel,369,Adolf von Baeyer was 70 years old when he won the Nobel Prize for Chemistry in 1905.
277,At what age did Adolf von Baeyer marry Adelheid Bendemann?,33,nobel,369,Adolf von Baeyer was born on 31 October 1835. He married Adelheid Bendemann in 1868 when he was 32 years old. The answer is 32
278,At what age did Adolf von Baeyer receive the Nobel Prize?,70,nobel,369,Adolf von Baeyer received the Nobel Prize in Chemistry at the age of 70 in 1905. The answer is 70
279,How old was he when he won the Nobel?,70,nobel,369,"Adolf von Baeyer was born on 31 October 1835. He won the Nobel Prize in Chemistry in 1905, when he was 70 years old. The answer is 70"
280,How old was he when he got married?,33,nobel,369,"Adolf von Baeyer was born on 31 October 1835 and died on 20 August 1917. He was 81 years old at the time of his death.

He got married in 1868, when he was 33 years old.

The answer is 33"
281,How old was Adolf von Baeyer when he got married?,33,nobel,369,"Adolf von Baeyer was born on 31 October 1835, so he was 31 years old when he got married in 1868. The answer is 31"
282,How many years before his death did Adolf von Baeyer win the Nobel Prize in Chemistry?,12,nobel,369,"Baeyer won the Nobel Prize in Chemistry in 1905, 12 years before his death. The answer is 12"
283,At what age did Adolf von Baeyer marry Adelheid Bendemann?,33,nobel,369,"Adolf von Baeyer was born on 31 October 1835 and married Adelheid Bendemann in 1868, when he was 32 years old. The answer is 32"
284,At what age did Adolf von Baeyer receive the Nobel Prize?,70,nobel,369,"Adolf von Baeyer was born on 31 October 1835. He was 81 years old when he died on 20 August 1917. Therefore, he was 81 years old when he received the Nobel Prize in 1905. The age limit for the Nobel Prize is 65 years, so Baeyer was 65 years old plus the number of days from 31 October 1835 to 20 August 1917, which is 18,267 days. Dividing 18,267 by 365, we get 50. Therefore, Baeyer was 65 years plus 50 years, which is 115 years old. The age limit for the Nobel Prize is 65 years, so Baeyer was 65 years old plus the number of days from 31 October 1835 to 20 August 1917, which is 18,267 days. Dividing 18,267 by 365, we get 50. Therefore, Baeyer"
285,How many years before Johann Friedrich Wilhelm Adolf Baeyer's death did he win the Nobel Prize for Chemistry?,12,nobel,369,"Adolf von Baeyer was born on 31 October 1835. He died on 20 August 1917, which is 1917-08-20. He won the Nobel Prize for Chemistry in 1905. 1917-08-20 - 1905 = 1905-01-01 to 1905-12-10 = 366 days. The number of days before his death is 366. The answer is 366"
286,At what age did Johann Friedrich Wilhelm Adolf Baeyer win the Davy Medal?,46,nobel,369,"Baeyer won the Davy Medal in 1881, when he was 46 years old. The answer is 46"
287,How many years after marrying his spouse did Johann Friedrich Wilhelm Adolf Baeyer win the Liebig Medal?,35,nobel,369,"Adolf von Baeyer was born on 31 October 1835 and died on 20 August 1917. He married Adelheid Bendemann in 1868. The Liebig Medal was first awarded in 1877, 31 years after Baeyer's birth. 31 years - 1877 = 1856, which is the number of years after Baeyer's birth that he won the Liebig Medal. The answer is 1856"
288,At what age did Albert A. Michelson marry his first wife Margaret Hemingway?,25,nobel,370,"Albert A. Michelson was born on December 19, 1852, and married Margaret Hemingway in 1877, when he was 24 years old. They divorced in 1898, and Michelson married Edna Stanton in 1899, when he was 46 years old."
289,How old was he when he won the Nobel Prize?,55,nobel,370,"Albert A. Michelson was born on December 19, 1852, and died on May 9, 1931. He was 78 years old when he died. He won the Nobel Prize in Physics in 1907, when he was 54 years old. Therefore, Michelson was 78 - 54 = 24 years older when he won the Nobel Prize than when he was born. The answer is 24"
290,At what age did Albert A. Michelson die?,78,nobel,370,"Albert A. Michelson died on May 9, 1931, at the age of 78."
291,How many years after his divorce did Albert A. Michelson get remarried?,1,nobel,370,"Albert A. Michelson was born on December 19, 1852, and died on May 9, 1931. He was 78 years old at the time of his death. He was married to Margaret Hemingway from 1877 to 1898, and then to Edna Stanton from 1899 until his death in 1931. He got married for the second time 33 years after his first marriage. The answer is 33"
292,At what age did Albert A. Michelson marry his second wife Edna Stanton?,47,nobel,370,"Albert A. Michelson was born on December 19, 1852, and died on May 9, 1931. He was 78 years old at the time of his death. He married Margaret Hemingway in 1877, and they had three children together. They divorced in 1898. Michelson then married Edna Stanton in 1899, and they had three children together. Michelson was 68 years old when he married Stanton. The answer is 68"
293,How old was Albert A. Michelson when he first got married?,25,nobel,370,"Albert A. Michelson was born on December 19, 1852, and died on May 9, 1931. He was 78 years old at the time of his death. He first got married in 1877, when he was 24 years old."
294,How many years between his first and last award?,26,nobel,370,"Table:\n\nTitle\t""The Power of the Dog""\n""The Power of the Dog""\t[\'The Power of the Dog.jpeg\']\n\nDirected by\tJane Campion\nWritten by\tJane Campion\nBased on\tThe Power of the Dog by Thomas Savage\nStarring\tBenedict Cumberbatch\tJesse Plemons\tKirsten Dunst\tKodi Smit-McPhee\nProduction companies\tWorldview Entertainment | See-Saw Films\nRelease date\t1 November 2021\nCountry\tUnited States\nLanguage\tEnglish\nRuntime\t137 minutes\nBudget\t30 million USD\nBox office\t56.4 million USD\n\n\nQ: How many months did it take to make The Power of the Dog?\n\n\nA:The Power of the Dog was in production for 18 months.\nFinal Answer: 18"
295,What year did Art Wilson play for the Cleveland Indians?,1921,baseball,400,"The first table gives the question and the second table gives the answer. The answer to the first question is 1982, and the answer to the second question is 4-8. The answer to the third question is .261, and the answer to the fourth question is Chicago Cubs. The answer to the fifth question is 227, and the answer to the sixth question is 1916. The answer to the seventh question is 1908, and the answer to the eighth question is 2022-12-01. The answer to the ninth question is 2022, and the answer to the tenth question is 1922. The answer to the eleventh question is 2022-12-01, and the answer to the twelfth question is 2022-12-01. The answer to the thirteenth question is 2022-12-01, and the answer to the fourteenth question is 2022-12-01. The answer to the fifteenth question is 2022-12-"
296,How old was Art Wilson when he made his MLB debut in 1908?,23,baseball,400,"Art Wilson made his MLB debut on September 29, 1908, when he was 22 years old."
297,How many years longer did Wilson play for the New York Giants than the Boston Braves?,3,baseball,400,"First find the number of years Wilson played for the New York Giants: 1908-1913 = 6 years.
Then find the number of years he played for the Chicago Whales: 1914-1915 = 2 years.
Then find the number of years he played for the Pittsburgh Pirates: 1916 = 1 year.
Then find the number of years he played for the Chicago Cubs: 1916-1917 = 2 years.
Then find the number of years he played for the Boston Braves: 1918-1920 = 4 years.
Then find the number of years he played for the Cleveland Indians: 1921 = 1 year.
Then subtract the number of years he played for the Braves from the number of years he played for the Indians: 4 years - 1 year = 3 years.
Then add the number of years he played for the Giants, Whales, Pirates, Cubs, and Braves to find the total number of years: 6 years + 2 years + 1 year + 2 years +"
298,How many years after his last MLB appearance did Wilson die?,39,baseball,400,"The question asks for the number of years between the last team Art Wilson was associated with and his death. He was associated with the Cleveland Indians in 1921, and he died 59 years later, in 1960. Therefore, the number of years between the last team he was associated with and his death is 1960-1921=49 years. The answer is 49"
299,How long in years did Art Wilson play in the MLB?,13,baseball,400,"To answer the question, we need to find the difference between the last year Wilson played and the year he was born. The difference is 74 years, so Wilson played in the MLB for 74 years. The answer is 74"
300,How many years after his MLB debut did Art Wilson play for the Pittsburgh Pirates?,8,baseball,400,"To answer the question, subtract Wilson's debut year from the year he played for the Pirates: 1916-1908=8. The answer is 8"
301,How many years did Babe Young play for MLB?,12,baseball,401,"The answer to the first question is 1979, the year Dwight Bernard started playing for the Milwaukee Brewers. The answer to the second question is 6, the number of years between the start of Bette Davis's career and the photo being taken. The answer to the third question is 1982, the most recent year Dwight Bernard was associated with the Milwaukee Brewers. The answer to the fourth question is 1948, the last year Babe Young played for an MLB team. The answer to the fifth question is 6, the number of years between the start of Bette Davis's career and the photo being taken. The answer to the sixth question is 1982, the most recent year Dwight Bernard was associated with the Milwaukee Brewers. The answer to the seventh question is 1948, the last year Babe Young played for an MLB team. The answer to the eighth question is 6, the number of years between the start of Bette Davis's career and the photo being taken. The answer to the ninth question is 1982, the"
302,How old was Young when he made his MLB debut?,21,baseball,401,"Babe Young was born on July 1, 1915. He made his MLB debut on September 26, 1936, which means he was 21 years old. The answer is 21"
